id,message,original,genre
13434,Santiago airport gradually returns to activity: mounts two huge tents - http://mercopress.com/t/26305,,social
13435,An estimated 3.000 passengers waiting in Punta Arenas to fly back to Santiago - http://mercopress.com/t/26289,,social
13436,"Nem comentei, sabado fui na santa cruz .. Nem todo sabado eu to la mas a batalha ainda √© real",,social
13437,RT VN24H: LUZ EN CONCEPCI√ìN: Gerente de CGE: Hay 30% de luz en #concepci√≥n #talcahuano. En 72 horas debiera estar restablecido casi to ..,,social
13439,"RT stro_Soichi: http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13441,"opano http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13442,"arolafuentes http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13443,"xperez http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13444,"vn_mauricio http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13446,ONEMI taken back their tsunami alert for Concepcion issued a few min ago. Take proper precautions if you are in the area.,,social
13447,"Chilectra to reconnect 30,000 clients today in Santiago: Chilean distributor Chilectra will reconnect 30,000 addit.. http://bit.ly/aZuEIa",,social
13448,"RT otay: CNN Breaking News -- Tsunami warning issued for part of Chilean coast, north of Concepcion, after huge aftershock.",,social
13449,"arcoswitt Check out my tweets! Videos of Santiago, Chile after the earthquake!",,social
13450,"omJ93 the epicentre was in Maule 325 km (200 miles) SW of SANTIAGO, the total 775 Km approximately that suffered 8.8¬∞ Richter",,social
13451,RT ha_com: There is an update from the band on a-ha.com regarding the situation in Chile and the Santiago concert: http://bit.ly/dtq4U ..,,social
13452,"5 in mercaly, the after shock that hitted Santiago #terremotochile",,social
13453,Was 5.0 on the richter scale from Santiago.,,social
13454,"tsPallomaV In the south was so strong ! but, here in Santiago was one weak but, I'm afraid. All this days the land doesn't stop of move.",,social
13456,"another aftershock has just shook the ground here in santiago , according to official reports ,it was degree 5.0",,social
13457,elipepolesi @vivisabetudo po to sempre do lado do metro santa cruz na republica dos brother . festinhaa,,social
13458,"Despite an earthquake, Less Carbon has managed to move into its handsome new premises in Central Santiago. Photos to follow.",,social
13459,http://twitpic.com/16fy73 - Centro de Talca despues del Terremoto #rptw // Talca center after the earthquake,,social
13460,"epfelchen Yes, I'm from Santiago. I'm fine, thanks to god my family and me we're fine. But, I'm very scare.",,social
13461,"Valle Nevado ski resort 37kms from Santiago unscathed, season opening still set for June 11 -- http://bit.ly/bedMls",,social
13463,"egacyChik sadly Concepcion is far far away from Santiago, so we are going to gather food and water and send it trhough the red cross",,social
13464,Getting slowly back to normal in Santiago\n\nIn the South we still have curfew,,social
13465,"atrocksteady hahaha god, you thought i was dead. no, the big chaos was in a city that is like 6 hours from Santiago.",,social
13467,ickJsOrgasm concepcion is not there because the earthquake was actually there and no one can count how many people died there,,social
13468,"ickJsOrgasm i think the 50% of the people in concepcion died :S , the bodys are in the streets im from chile :/",,social
13469,"ophiabliu it's getting better, Santiago has no problem, Concepcion has no services and the same with other areas affected by the earthqk",,social
13470,"There was a 8.8 magnitude earthquake (Feb. 27) with an epicenter 70 miles from Concepcion, the country's second largest city.",,social
13471,"There was a 8.8 magnitude earthquake (Feb. 27) with an epicenter 70 miles from Concepcion, the country's.. http://tumblr.com/xo3711f1x",,social
13472,ernandopaulsen ..that the southern part of the Concepci√≥n-Constituci√≥n gap has accumulated a slip deficit that is large enough to produce,,social
13474,Hubble will pass over Santiago at mag 3.1 at 21:49 on 03/03. Moves from 20¬∞ elevation NW to 39¬∞ elevation N over 3 min,,social
13477,"The picture seems more calm now, Concepcion Chile is finally getting back to normal.. #Chile",,social
13479,"urtFamily i don't know.. well, there have been a lot of lil quakes during the day & a 5,1 richter in santiago. That was scary, according",,social
13480,"RT ASA_Astronauts: http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",,social
13483,hafiqah_chan i wishh! but she lives in santiago the capital i live in valparaiso haha like an hour away xD,,social
13485,"Tramo curico-talca congestionado,. Let the show begin.!",,social
13486,Defensive DrillsTactics 350 Exercises for IndividualTeam Play by Santiago VaZquez Folgueira - 5 Star Review.pdf: http://bit.ly/9WpuS7,,social
13487,Please read the attached news release with updated information on the Santiago airport post-earthquake situation in.. http://bit.ly/bGaVwK,,social
13488,Interseismic strain accumulation measured by GPS in the seismic gap between Constituci√≥n and Concepci√≥n in Chile // eso ..,,social
13489,"tomorrow is the envent here in santiago, made to help the people hurt by the quake! jonas please come to help us! we need your help!",,social
13490,Wants to go Concepcion and help her friends D:!,,social
13492,"lliottyamin in Santiago some people hate the subway, but is clean, that's true lol.",,social
13493,Concepcion is doing better. Still a war zone. Pray for the safety of people. Not even the gates of Hades will prevail against the church.,,social
13494,stebantavares AAAAAAAA S√âRIO? SANTA CRUZ? to indo bjs,,social
13495,"ynextchapter Yes, my entire family is in Concepcion. I was born in Santiago. I'm really happy to hear your (cont) http://tl.gd/dm6l7",,social
13496,"aguinho89 Adding the 2010 S√£o Tom√© (with my rating 0 of 5) to my isopor com gelo! #amywine brincadeira, amo vinho e adoro suas dicas, abs",,social
13497,Post-earthquake video and commentary in Spanish of the Chequ√©n Winery in Talca. http://youtu.be/dpQq4HsyU_E,,social
13498,Santiago airport terminal to reopen in 12-15 days: The concessionaire of Chilean capital Santiago's international .. http://bit.ly/d1Pgtv,,social
13500,"ynextchapter Muchas gracias por tus lindas palabras. Yes, Concepcion is still chaos. It's like the Wild West down there.",,social
13501,Acabo de leer paper Interseismic strain accumulation measured by GPS in the seismic gap between Constituci√≥n and Concepci√≥n in Chile..Uf.,,social
13503,"RT onjurel: @TripAdvisor I live in Santiago de Chile and the city is operating normally regarding transport, utilities and safety.(AGREED",,social
13504,"RT ecy: http://twitpic.com/15wu5u - Santiago, the capital city of Chile. One day after the Mega earthquake(M8.8) hit the country.",,social
13506,ickJsOrgasm I saw Concepcion on the list I read.. anyways I don't understand where it all came from :/,,social
13508,#everydayiwakeup (since Saturday) and I cannot believe that the place where I spent summer is gone.. #Dichato #Chile,,social
13509,RT: @cammy__s: #everydayiwakeup(since Saturday)and I cannot believe that the place where I spent summer is gone.. #Dichato #Chile // x2 u.u,,social
13511,ikael_Santiago pode crer.. vou ler mais tarde pq to de saida ai posto aqui.. vlw brother!,,social
13512,RT atiasasun: #facts El cierre de los liceos de Santiago y otros debilita un alzamiento pinguino contra lavin // You got to be kidding me.,,social
13513,Hubble will pass over Santiago at mag 2.7 at 21:46 on 04/03. Moves from 20¬∞ elevation NW to 41¬∞ elevation N over 3 min,,social
13514,stro_Soichi http://twitpic.com/16n9zj - Upsss I Loved this pics the my City santiago!! Thanks you for share !!Hugs,,social
13515,"Very quiet today, no aftershocks. I went out to some places in Santiago.",,social
13516,"In Chillan for the night, tomorrow in Concepcion, S of Chile. Keep praying for us, road in bad conditions & situation still tense in south.",,social
13517,Chile says total quake death toll unclear: SANTIAGO (Reuters) - Chile's government said on Thursday the death toll.. http://bit.ly/92oBLV,,social
13518,"IMB and BGR assessment team left Santiago today, made it Talca safe, surveying damage in hard hit areas for next 5 days #QuakeResponse",,social
13520,Santiago querido finalmente.. glad to be home..,,social
13521,Santiago is up 10 places to 165 in 2010 International cost of living rank of major global locations world wide http://www.xpatulator.com,,social
13522,RT efinka: http://tinyurl.com/yhy5zlu\n\n- Santiago makes for an impressive program - nothing to fear but fear itself,,social
13523,Genesis II will pass over Santiago at mag 2.8 at 06:51 on 05/03. Moves from 20¬∞ elevation S to 20¬∞ elevation E over 4 min,,social
13524,Just added myself to the http://wefollow.com twitter directory under: #santiago #socialmediamarketing #emailmarketing #seo #leadge,,social
13525,RT tudyprograms: Why NOW is Still the Time to Come to Santiago - and Chile? With thanks to our friends at Austral for the link. http:/ ..,,social
13526,Good class yesterday. Little ones are frothing. Off to Santiago for an airport run. Will be interesting to scope damage. Back later today.,,social
13527,"I thought living in bio-bio was nice, but after this #earthquake i dont think im moving to #Concepcion",,social
13528,"eaneofficial Thank you guys for the amazing gig you did one year ago in Santiago, Chile. It was a perfect night! HUGE HUGS FROM CHILE :)",,social
13529,"nnbrk #terremotochile my photos of the quake in Curanipe, Pelluhue, Cauquenes & Parral published on internet http://url.ie/59jz",,social
13530,CNN: UC Santa Cruz scheduled to reopen http://tinyurl.com/ykp5ccz,,social
13531,i need to go the the south for help please tom√© whaiting another more we come early,,social
13532,"_am_Chile ok, good to hear from you! Santiago is hinting at normalcy, most people have elctricity, light, gas and some going to work even.",,social
13533,Interseismic strain accumulation measured by GPS in the seismic gap between Constituci√≥n and Concepci√≥n in.. http://tumblr.com/x5y72zxlo,,social
13534,Santiago Times provides perspective on #earthquake impact in #Chile - take the media sensationalism w/ grain of salt: http://snipr.com/unftt,,social
13535,"urtFamily we convinced today to fly to Santiago, so she must be heading to the airport right now. If not, i'm gonna go for her tomorrow",,social
13536,"Aww the family has gathered here :) Thank God, my aunt's house in #Concepcion is not damaged, they have no gas or water. Electricity: yes",,social
13537,"/ #offtopic: verbiage refresh! Welcome to Whatever Whenever at the W in Santiago, this is Diego, What is your wish?. Suena tan lindooo &lt;3 &lt;3",,social
13538,"concepcion no lights, no gas no water and many brutal stupids stoling. Many militars know helping to get order.",,social
13539,"my wife mother alive, living in Dichato the most serious beach affected. House taken by the see. My mother house at the see also.",,social
13540,"I saw it in santiago, chile. Here's pic of the haunted house http://twitpic.com/16s8ti",,social
13542,Big aftershocks today in Chile. Santiago seems to be pretty much unharmed by everything. Very curious if I will see some damage in Santiago.,,social
13544,"Utsatte turen til Santiago til i morgen, da broforbindelsen ble stengt for privattrafikk. Forst√else for at hjelpearbeid f√r prioritet.",,social
13545,Everybody back to the city!! Santiago. Se nos va el veranito! http://yfrog.com/ef2v8j,,social
13546,"Chile: There was a 8.8 magnitude earthquake (Feb. 27) with an epicenter 70 miles from Concepcion, the country's second largest city",,social
13547,"RT bsohn: Canadian Visa Office in Santiago, Chile is now re-open after being temporarily closed due to the February 27th earthquake.",,social
13548,"Chile ---&gt; There was a 8.8 magnitude earthquake (Feb. 27) with an epicenter 70 miles from Concepcion, the country's second largest city.",,social
13549,"A picture of my aunt's home in downtown Concepcion, Chile, after the 8.8 earthquake. She's one of the lucky ones: http://tinyurl.com/ydzt75k",,social
13550,"One the more colorful and stunning blds in Central Concepcion, Chile: Instituto Profesional Barros Arana http://tinyurl.com/yjqqwsp",,social
13551,Hubble will pass over Santiago at mag 2.5 at 21:44 on 05/03. Moves from 20¬∞ elevation NW to 40¬∞ elevation NE over 3 min,,social
13552,Genesis II will pass over Santiago at mag 3.4 at 22:23 on 05/03. Moves from 20¬∞ elevation NW to 20¬∞ elevation S over 5 min,,social
13553,Photo: lemoncookie:  6 days after the Earthquake in Concepcion Chile #ChileAyudaChile (L) http://tumblr.com/xtp73jlys,,social
13555,"#Chile @Teleton_Chile : everyone is watching, should I turn the TV on, or just help? go to Pelluhue? Concepci√≥n? Constituci√≥n? :S",,social
13556,ofyaesman I am fine because I live on the capital (Santiago) :-) thanks for asking ^^,,social
13557,Heading to Cauquenes / A Cauquenes,,social
13561,Genesis II will pass over Santiago at mag 2.6 at 06:48 on 06/03. Moves from 20¬∞ elevation S to 20¬∞ elevation NE over 5 min,,social
13562,The ISS will pass over Santiago at mag 0.9 at 07:09 on 06/03. Moves from 20¬∞ elevation NW to 20¬∞ elevation SE over 4 min,,social
13563,"ldv im in santiago , when the big erathquake happened i was in a club in the coast , the place was very near to the rocks and water,",,social
13564,"ldv yes it was big but in santiago where 6 millions people live, just 38 dead :)",,social
13565,Back in Santiago from traveling the S of Chile in 2 days. 700klms traveled & visited 5 cities giving supplies.. It's amazing what you see!,,social
13566,"De folga hoje, mas amanh√£ to trabalhando no Arruda, para sofrer mais um pouco acompanhando o Santa Cruz. Haja cora√ß√£o!",,social
13567,"Santiago looks a lot more bike friendly than I'd feared - Seems like a bike is the only cheap thing in-country, too. http://www.bianchi.cl/",,social
13568,"SF Bay Area: physician for alternative health care clinics (san jose, santa cruz ) http://tinyurl.com/y9vhncw #Jobs",,social
13569,"please come back to DOMINICAN REPUBLIC, SANTO DOMINGO AND SANTIAGO!!!\nplease come back to DOMINICAN REPUBLIC, SANTO DOMINGO AND SANTIAGO!!!",,social
13571,"ukeHoosTawking oh don't worry, I'm ok! I was out of town, and the roads are all broken so I couldn't travel to Santiago, but I'm here now!",,social
13572,"ujuBSB_Brasil wohooooo nice to read this! I'm fine..finally in Santiago, the weather it' hooooooooot o.O but I loved it! hehehe",,social
13573,"oelhouston hello! i understand very litle english, but i was in you event in Movistar arena in Santiago! is awesome! the power of God! wo!",,social
13574,Watch the Telethon from Santiago to help Chile after the Earthquake: http://bit.ly/cHEnyK,,social
13575,"I've been back in Santiago 13 hours, but the images of the trip still race through my mind. There are 1,000's that need Jesus!!",,social
13576,Hubble will pass over Santiago at mag 2.3 at 21:42 on 06/03. Moves from 20¬∞ elevation NW to 38¬∞ elevation N over 3 min,,social
13578,Pastors meeting in Concepcion to think and pray about how to serve The church post-earthquake.,,social
13579,i'm watching the few of stars that is here in Santiago's sky. I love the stars ,,social
13580,"SF Bay Area: Physician or PA needed for medical marijuana evaluation clinic (Downtown, Santa Cruz ) http://tinyurl.com/ydozy73 #Jobs",,social
13582,Genesis II will pass over Santiago at mag 2.6 at 06:45 on 07/03. Moves from 20¬∞ elevation S to 20¬∞ elevation NE over 5 min,,social
13583,CCS Division III Girls Soccer Final: Santa Cruz tops Scotts Valley for CCS crown http://bit.ly/b66pfr,,social
13584,emcobakker I do appreciate your concern. We could not fly into Santiago even if we wanted to do so. Flights were shut down and scarce,,social
13585,"RT ASA_Astronauts: http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume ..",,social
13586,"RT ASA_Astronauts http://twitpic.com/16esd9 Volcano in Andes,east of Concepcion, Chile. YES, it is erupting! Can you see the plume? //CRAP",,social
13587,"RT ASA_Astronauts: http://twitpic.com/16ad2g - San Antonio, Chile. One of the closest port to Santiago. /via @Astro_Soichi",,social
13588,"nnCurry Greetings from Santiago, Chile. :-) you were in Chile for work?",,social
13589,"yperlovers yep, I'm at Talcahuano, a city next to Concepcion. The ato (CCP) is operating ~ 2-3 commercial flights + military & emergency",,social
13591,faltou energia aqui mais ja voltou. to indo pro arruda AVANTE SANTA CRUZ!,,social
13593,"my mom is in concepcion :/ she called me as about one hour telling me she is ok, i just hope that wont change, goodbless for all the afected",,social
13595,"http://twitpic.com/177tes - Iglesia de la Divina Providencia. Santiago, Chile// Divine Providence Church after the earthquake. Santiago, Chi",,social
13596,"some food now and going back home to my wife and kid in Santiago. Great worship today, We will hope in God and praise Him again!",,social
13599,oejonas I think that you should come back to Santiago Chile!!!!! (we are waiting for you ) ,,social
13600,"Santiago tomorrow to Plan the big trip south. Anyone between Maule and Bio Bio who wanna meet and tell us their recent stories, DM me",,social
13601,orgeousdanger hahah Santiago de Chile :) sorry for the late but i couldnt use my pc in the lasts days :|,,social
13603,Come Back to Santiago after the social help in the south,,social
13604,how to disappear completely live in santiago.. conchetumare u.u,,social
13605,"Concordo com o engenheiro de Santiago, quando eu for engenheira civil, pode deixar que eu vou inventar constru√ß√µes fortes at√© pra terremotos",,social
13606,Hubble will pass over Santiago at mag 2.3 at 21:40 on 07/03. Moves from 20¬∞ elevation NW to 35¬∞ elevation N over 3 min,,social
13607,Chile looters give up quake spoils to avoid arrest: Residents in Chile's earthquake-ravaged city of Concepcion dum.. http://bit.ly/cbXK1g,,social
13608,"back to santiago, all over again. First day of classes tomorrow",,social
13609,"finally! back to Santiago, i dont think ill get it again, bye ppl",,social
13610,"watching in Santiago, Chile-hoping no aftershocks to interupt signal - #OscarsOnAPLive live on http://www.livestream.com/theoscars",,social
13611,omylab1 tomorrow I`ll be back helping in the structural annalisis of houses in Talca. Thanks for the concern.,,social
13612,oldSipCom dude it was no shit i saw the lights im in santiago and i saw the lights.. i send you a,,social
13613,The ISS will pass over Santiago at mag -4.3 at 06:23 on 08/03. Moves from 20¬∞ elevation NW to 20¬∞ elevation SE over 4 min,,social
13614,Genesis II will pass over Santiago at mag 3.0 at 06:42 on 08/03. Moves from 20¬∞ elevation SW to 20¬∞ elevation NE over 6 min,,social
13615,Up early to hammer out some office hours before off to Santiago to get Mark from the airport. It's going to be a hectic week.,,social
13616,Interseismic strain accumulation measured by GPS in the seismic gap\nbetween Constituci√≥n and Concepci√≥n in Chile //Estaba clarito desde 2007,,social
13617,back in #Santiago after 4 days helping to the people in the south of #Chile #terremotochile,,social
13618,buenos d√≠as santiago de chile. it feels so good to be back.,,social
13619,"heeRealFDHC since Sensation is suspended in Santiago, will come to the next one? is apr 30th..",,social
13620,"Back into the jungle! (floor is shaking right now, kinda getting familiar with plate tectonic movements) Back in Santiago!",,social
13621,RT iredscience Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s,,social
13622,RT iredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s,,social
13623,RT: @wiredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s // Holy shit!,,social
13625,Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s (via @wiredscience)// Impresionante,,social
13627,Big kahuna. RT @wiredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s (via @wired) / wow,,social
13628,RT: @wired: Big kahuna. RT @wiredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s,,social
13629,RT: @glhuilli: RT: @wired: Big kahuna. RT @wiredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s,,social
13630,"Arrived at the Santiago, Chile airport today, a snap to get through customs, no major hassles. SCL back to normal next week.",,social
13631,aNyTa Interseismic strain accumulation measured by GPS in the seismic gap between Constituci√≥n and Concepci√≥n in Chile,,social
13632,La Pintana de mis amores. Welcome to Santiago,,social
13633,Continued the aftershock in santiago,,social
13634,http://twitpic.com/17fn9t - a beautiful view of Curanipe's beach..this place now disappeared due to earthquake,,social
13635,hanging out in santiago airport. waiting. waiting and trying to keep the kids awake so they will sleep the WHOLE WAY HOME! or at least to LA,,social
13636,"Hola, I'm back home in concepcion after 4 days in COYA to relax the head and the family. The face of quake is here again. I feel fear again",,social
13637,WoW! Concepcion City is now 3.04 meters west of where it was before the #earthquake 8.8. Santiago City was moved 27.7 cm toward the west.,,social
13638,"Acording with University of Ohio, 8.8R Earthquake displaced the entire city of Concepcion more than 3 meters to the west",,social
13639,Hubble will pass over Santiago at mag 2.4 at 21:38 on 08/03. Moves from 20¬∞ elevation NW to 30¬∞ elevation N over 3 min,,social
13640,you do it in santiago very far from here but nonetheless(though) and ire to seeing that you spend(pass) it,,social
13642,"everusrocks THANKS, we are ok here in Santiago, but with a lot of Damage in the south",,social
13644,"During my internship as a TV news reporter, I was sent to do stories about Constituci√≥n. That city was ravaged by the tsunami. #latism",,social
13645,Look what¬¥s left of the fishermen¬¥s homes in Constituci√≥n: http://bit.ly/9zi5Jv You can help rebuild their homes! #latism #latism4chile,,social
13646,"More video of the devastation in Chile, this is what¬¥s left of Dichato, http://bit.ly/cmQF8v pls help rebuild by donating #Latism",,social
13647,"osealonsop i know :) been to astrid y gaston in santiago & madrid; and lar mar in lima, santiago, and sao paulo. peruvian food is rocks!",,social
13648,"I felt little tremors during the day, it's seems that at least in Santiago there won't be more tremors for now. The earth looks calm.",,social
13649,Chile earthquake moved city of Concepcion 10ft to the west: The massive magnitude 8.8 earthquake that struck the w.. http://bit.ly/cUi4yd,,social
13650,The ISS will pass over Santiago at mag -0.6 at 06:49 on 09/03. Moves from 20¬∞ elevation W to 20¬∞ elevation S over 3 min,,social
13651,ikePortnoyDT can you confirm what day are DT performing santiago? the fans are not sure if it changed to the 12th or remains on the 11th,,social
13652,RT lustout How strong was it? Chile's 8.8 mag quake moved the city of Concepcion *10 feet to the west* http://bit.ly/bVYUCM,,social
13653,RT lustout: How strong was it? Chile's 8.8 mag quake moved the city of Concepcion *10 feet to the west* http://bit.ly/bVYUCM h/t @ravi ..,,social
13654,"According to studies, the quake moved Concepcion about 10 feet/3.04m west and Santiago, about 11 inches/28cm west-southwest.",,social
13655,Privatization - Chile - MOP carrying out studies for private aerodrome in Santiago: Chile's public works ministry .. http://bit.ly/aYLbun,,social
13656,"RT ikePortnoyDT: Well, the Santiago show is on! However, its been moved to Friday..it's out of our hands, but at least the show will ..",,social
13657,"RT ikePortnoyDT: Well,the Santiago show is on! However, its been moved to Friday..it's out of our hands, but at least the show will go on",,social
13658,"RT fuenzalida: RT @MikePortnoyDT: Well,the Santiago show is on! However, its been moved to Friday..it's out of our hands, but at leas ..",,social
13661,Visit to Dichato Succesful! http://post.ly/RiEc,,social
13662,crudess any clue on how you guys will spend the \,,social
13663,"OMG!! We have a Hooters on Santo Domingo, They should bring one to Santiago!!!",,social
13664,Chile: Concepcion was moved ten feet by the earthquake http://bit.ly/cRxIRz,,social
13666,http://twitvid.com/555BA - Leaving Santiago to head to south of Chile with help!,,social
13668,http://twitvid.com/B849F - Leaving Santiago to head to south of Chile with help!,,social
13669,http://twitvid.com/C306D - Bypass just outside of Santiago getting into highway to the south of Chile,,social
13670,http://twitvid.com/7FA66 - Bypass just outside of Santiago getting into highway to the south of Chile,,social
13671,"kenn076 Things are ok here in Santiago but in other cities are still in pretty bad shape. We need a chat, I want to see you",,social
13673,3 hours til show time-- LIVE earthquake coverage from SANTIAGO & the best indie music 2 cheer us up-- tune in 6:00 EST: www.santiagoradio.cl,,social
13674,crudess I won't be able to go there T_T (I have to travel like 7 hours to go to Santiago),,social
13675,"New volunteer touched down into Santiago airport, departures and arrivals appears to have been replaced by tents.. Welcome to Chile Mel!!",,social
13676,"in santiago, prepared for tomorrow go to the high school, i wait return to houston in this year",,social
13677,ikePortnoyDT HEY HEY ! IM FROM SANTIAGO / CHILE ! You have any discount for the Tickets :S i dont have money for any reason lol DTHRULZ!,,social
13678,Bogot√° was definitely cool. Museo Nacional de Colombia was the highlight of my day. Next stop Santiago de Chile.,,social
13679,Santiago returned to normal :) we recommend you to take a tour on a bike with \,,social
13680,"To @kenthuffman Yes. Everything okay in Chile. Today, we are working in the rebuild of Talca and Concepci√≥n cities. Thanks and more thanks",,social
13681,"cambou The 1st building is in Concepcion,. the 2nd is in Maipu. thats the building I wanted to go see.. might go tomorrow.",,social
13682,The earthquake was violent enough to move Concepcion 10feet to the west and Santiago 11inches to the west-southwest http://bit.ly/9oNfHA,,social
13683,"RT ernandopaulsen:Apl√°cate, placa de mierda!//Concepcion 10 feet to the west,Santiago 11 inches to the west-southwest http://bit.ly/9oNfHA",,social
13684,"Tip of the week: don't travel via Santiago airport. Sure the flights are troublesome, but they work. It's the taxis that don't. REALLY dont.",,social
13686,"so the probability of quake in Concepcion again? if we move north is a bet. better stay. Anyway, Valparaiso has 5.9 richter today 9.24",,social
13687,RT HAAsstSecty: US Embassy Santiago thanks FB fans for their support; talks about US commitment to #Chile relief efforts post-quake. h ..,,social
13688,"obertMNHarvey haha :-) Greetings from Santiago, Chile or what is left after the earthquake and tsunami.",,social
13689,"consegui o cel da bianca, to indo pra santa cruz :D beijos s2",,social
13690,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gyEh,,social
13691,Acaba de llegar mi colega desde Talcahuano.. the real survivor del terremoto y maremoto,,social
13692,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gyFY,,social
13693,"MSHALHOST I want to start but not here! I want to start in Santiago, and I can't travel til march 16, or even april u.u",,social
13694,"RT itchforkmedia: Ray Concepcion-shot clips of Blondes, Tanlines and others playing for the True Panther Showcase on Tunnelvision: htt ..",,social
13695,let's go and visit our friend! she's going to Santiago tonight.. so sad :( can't even imagin' how's gonna be college without her :( ..,,social
13696,Infrastructure - Chile - New Talcahuano port terminal to handle post-panamax ships - MOP: Chile's state-owned ter.. http://bit.ly/9pcpNd,,social
13698,escutando reden√ß√£o -Fresno pela mil√©√©√©√©√©sima vez..ser√° q to virando emo???? n√£oooo na mesma playlist tem e da√≠- guilherme e santiago..h√°,,social
13699,Want to live in Chile? Tech Project Management position available in Santiago de Chile: http://bit.ly/6nTady,,social
13700,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gyMY,,social
13701,"Longday at home, hopefully with net. Starting to work preparing trip to Traiguen 150 km south Concepcion to see our Pinot. The roads down.",,social
13702,I posted 43 photos on Facebook in the album \,,social
13703,night arrive. Nightmare for everybody here in Concepcion. I don't know why but aftershocks happens always at night..nobady sleeps.,,social
13704,"QUEM Q I PRA SANTA CRUZ NO SHOW DO COPACABANA CLUB? to fechando van com o pessoal de sm, qualque coisa fala por aqui ou orkut ou tanto faz",,social
13706,ristinaRoman If I could i'll but here is such a big mess when I finally arrive to Santiago we'll go out just us to drink a lot and forget,,social
13707,Physics of the Earth: Interseismic strain accumulation measured by GPS in seismic gap between Constituci√≥n & Concepci√≥n http://goo.gl/tWu6,,social
13709,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gz1x,,social
13710,"Waiting for the plane at the airport, quite boring & cold in Santiago tonight, wanna smoke!!!",,social
13711,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gz29,,social
13712,The ISS will pass over Santiago at mag -0.8 at 06:06 on 11/03. Moves from 25¬∞ elevation S to 20¬∞ elevation S over 1 min,,social
13713,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gz3e,,social
13714,coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gzd4,,social
13715,"Welcome to Chile, country attended by his owner! (Como les qued√≥? Tom√© clases con luchito jara estos meses!).",,social
13716,"RT ebastianpirana: Welcome to Chile, country attended by his owner! (Como les qued√≥? Tom√© clases con luchito jara estos meses!).",,social
13721,Strong aftershock in Santiago 6.5 - 7 about 11:40am local time I still feel the ground shifting #chile,,social
13722,"I'm nearing Concepcion, it is sheer hell, the whole coastline is completely destroyed.\nHope to be in Temuco in 2 hrs. Sent from Blackberry",,social
13723,"11:41 am - New strong aftershock in Santiago, Chile minutes before the presidential ahndover. http://bit.ly/dsY9BF",,social
13724,"I'm am lucky, I left COYA to Concepcion 2 days ago, Coya near the epicenter.\nTsunami alert in the Coast.",,social
13725,"RT reakingNews: Chile update: Witnesses say two separate aftershocks rocked Santiago within minutes of each other, according to Reuters",,social
